review_text,sentiment
Saya kirim barang lewat kantor pos katanya 2minggu nyampe nah ini udah mau 2bln barang blm nyampe..bikin kapok aja ngga bakalan kirim barang lewat pos lagi mending tempat pengiriman yg lain..👎👎👎 …,negative
Telp bicara terus selama 1.5 jam saya mencoba telp.  Di suruh email dokumen tapi tidak ada jawaban.  ?????,negative
Layanan terburuk yang pernah ada,negative
Kurangnya tanggung jawab. Integritas karyawan buruk. Menghabiskan satu jam hanya untuk mengirim paket.,negative
Kenapa dicantumkan nomor telepon kalau gak pernah diangkat??,negative
Antri dri jam 8 smpai jam 9 lewat msih blm.  Counter yg mlayani hny 1... Pelayanannya juga lamaa..,negative
Kantor ini seakan sudah tidak terawat. Karyawan merokok didepan pintu masuk kantor. Western union offline sudah 4 bulan?!,negative
"Ampunn dah ini Kantor POS tetap nggak berubah dari jaman dulu tetap berantakan. Pelayanan kacau. Kasir cuma 1 padahal antrian panjang. Pegawai cuma 2 padahal mau lebaran Gini orang pasti ngirim paket, malah nggak Ada pegawai. Pantesan perusahaan pengiriman menjamur, Kantor POS nya Gini. Nyerah deh.. Udah nggak mungkin berubah ini orang2.",negative
Butuh waktu lama bagi mereka untuk mencari satu paket.,negative
Counternya sih banyak sampe belasa ntapi yang layanin cuma satu . Buang buang waktu wajarlah orang orang jarang pakai pos sekarang kirimnya . Saking lamanya gue rasa bisa tu bulak balik antar pulau,negative
10 nomor antrian bisa 1 jam.,negative
"Lupakan menelepon mereka..nomor itu sibuk 7x24 tidak peduli hari apa, jam berapa Anda meneleponnya.",negative
Sangat kecewa paket tujuan Palembang sudah 5 hari masih saja di gudang.  Dan customer servicenya beralasan sedang di proses ini itu.. sedangkan kita menggunakan paket kilat khusus... Terlalu meremehkan.. sangat kecewa... Bagaimana mau bersaing dengan jasa kurir lainnya.  Kalau masih begini.. ngg lagi lagi dh ngirim paket antar pulau.. menggunakan pos.,negative
sangat kecwa hr ini saya ingin mengambil uang di sanah dan kurang data lengkapny saya belum faham benar dr conter 13 mb yg menggunakan kerudung bunga dongker melayani saya dr awal sampe saya meminta bantu untuk penjelasan juga sombong sekali bahakn suara saya memanggil mbnya pun keras dan mb mb itu pun menoleh ke saya 2x tp dia tidak berhenti hanya berjalan lurus ke dalm seperti tidak mau di tanya2...saya sudah banyak menjumpahi semua kantor pos di jakarta hanya kantor pos jakarta pusat lah yang ramah dan sabar memberi atau menjawab pertanya kosumenya karna yg lain saya jumpahi pelayanan sangat tidak ramah dan sombong2 hanya saran saja bila mana pelayanan dan sikap perkerja seperti itu siapa tau saat anda2 melayani seorng pejabat yg berpura2 jdi kosumen bagimana apa siap kehilangan perkerjaan karna sikap dan etika yg seharus di contoh baik dan memuaskan kosumen...maaf2 saya hr ini sangat kecewa mudah2han lain waktu saya tidak berjumpah petugas seperti itu lagi😒😒,negative
Pelayanan nya lama banget..ane udh satu jam menunggu antrian...padahal jumlah loketnya ada 15 loket...tapi yg di pake cuma dua loket saja....dan org yg antri makin banyak....,negative
"Ini costumer servicenya kemana "" GAK ADA ORANG ape MATI ?? saya coba hub cs 161 cuma iya iya doang di bantu follow up ke sini , dan giliran di telepon GAK ADA YANG ANGKAT",negative
"Pelayanan baik, kantor pos bisa ditelpon setelah menelpon 10 kali selama 2 jam, kalo udah sore ada akses makanan di lapangan parkirnya",negative
"Untuk layanan customer service tolong dong sangat sangat di perbaiki, kantor pos besar kenapa sulit sekali untuk di hubungi?",negative
"Sangat mengecewakan!!! Saya Kirim dengan paket kilat satu hari sampai, namun sudah 2 hari tidak sampai dan tidak ada tindak lanjut. Telepon sampai berkali kali tidak diangkat, giliran telp ke call center 161 Pos kayaknya juga tidak ada tindak lanjut. Paket isi makanan akhirnya Basi!!!!",negative
"Pelayanan ketus, padahal cuma ingin tanya informasi saja, padahal saya baru sampai jam 15:07 untuk legalisir. Kronologis nya gini : Dari depan satpam penerima tamu bilang ""sudah tutup mas"", saya bilang ""saya cuma ingin tanya sarat-sarat nya saja"". Loket yang mana ya pak tanya saya. Satpam ""loket 14, orang nya juga sudah pulang"" dengan nada ketus. Dalam hati gini amat ya petugas pemerintah. Saya langsung ke loket tersebut, memang sudah tidak ada tuh petugas, kebetulan di sebelah nya loket 13 ada ibu yang jaga, saya tanya tantangan berkas yang diperlukan sambil saya menunjukan berkas nya. Tapi saya dapat jawaban yang tidak jelas dan cenderung ambigu. Emang aturannya jam pelayanan sampai jam brp sih.",negative
PELAYANAN PENGIRIMAN PAKET KANTOR POS KILAT BENAR BENAR MENGECEWAKAN,negative
"Lambat, smpe sekrng tdk sampe juga barng nya",negative
"Paket saya udah datang di kantor pos jakarta barat dari tanggal 3 november sampai sekarang belom di kirim"", tolong kinerjanya di perbaiki",negative
Paket saya dr China sudah tiba di Kantor Pos Jakarta Barat dr tgl 31 May sampai skg ga ada update. Tlp ke halo pos disuruh tlp ke kantor pos Jakarta Barat tp telepon puluhan kali ga pernah diangkat. Koq ya daridlu masi begini aja ya kinerjanya.,negative
"sumpah buruk pelayanan ga bisa dipercaya . ngomong sudah dijakarta. giliran di datengin bilangnya masih dikarung jd blm masuk gudang . suruh ninggalin nomer telp .   woyyyyyy gw udh nunggu 2 minggu lebih . alesan bantu follow up lah tapi ga ada tanggung jawab sama sekali .
BILANG AJA MALES CARI !!!!!! UDAH TUTUP AJA SEKALIAN . KLO PELAYANANNYA KAYA GINI",negative
Paket ga pernah sampe rumah! Selalu ketahan disini. Ga tau kenapa ga dianter2. Kalo bukan kiriman pemerintah ogah pake pos.,negative
"Sudah hmpir seminggu paket sya blom dteng ..sya cek sudah smpe dn dtrima ats nma orng lain dn bkn ats nm sya .. Sya tlfon tp gak d angkat ..
Mau tnya pengiriman nya slh alamat ato bagaimana .. Kcewa sekali dgn jasa pos kali ini ...",negative
Payah ..paket sudah 2 minggu gk di anter cuma di tahan2 di tempat.giliran mau di ambil sendiri kurir males ngambil barang di gudang,negative
Sangat buruk. Kualitas pos indonesia luar biasa buruk dan tidak profesional. Telpon tidak pernah diangkat. Bilang salah alamat. Minta kita yg ambil sendiri. Ini pos terburuk di duani. Hebat Indonesiaku.,negative
"Paket sya dri singapura sdh smpai di Pos Indonesia 31 May 2018, Koq kenapa smpai skarang Belom di kirim ke alamat saya ya, apa seh kendalanya...!!! Oh Endonesah.....🤔😒 …",negative
PELAYANAN SANGAT BURUK SEKALI,negative
Paketan ga smpe2 ngendep trs ..pdhl dkt ....🤔🤔🤔😆😆😆😆😆 …,negative
Telfon lbh dari 3x tidak diangkat sama sekali di jam operasional kantor pos JakBar,negative
"untuk yang mau kirim paket di kantor pos ini, jgn lupa tulis ""KEPADA"" nya biar paket gk di retur......",negative
"Gak mau antar ke tujuan ...paket sudah seminggu di pos ini.  Tapi gak di antar2 padahal lokasi dekat. Di tlpon gak ada yg angkat sama sekali. Malu sama karyawan banyak + kantor yang megah tapi pelayanan tidak memuaskan . Kalah sama expedisi yang baru2 sprt j*e dan j*t . Paling lama dri jawa ke jakarta 3hari sudah sampe tujuan. Telepon cabang juga pasti di angkat...
Tolong untuk pos indonesia. Tingkatkan pelayanan service nya .",negative
"Pelayanan TERBURUK!
Dua hari berturut-turut office hours ditelpon puluhan kali gak pernah diangkat, malah di putus!
Tertulis jelas buka JAM 8 PAGI TUTUP JAM 8 MALAM... Didatengin kesana jauh jauh dari Tangerang jam 2 SIANG si mbak mbak karyawan pelayanannya dengan judes, cuek, acuh, tidak ramah dan muka gak enak bilang "" SUDAH TUTUP! JAM 12 SIANG SUDAH TUTUP!"".
Hebat sekali ya?",negative
"Nunggu kiriman data pajak kantor saya dari kantor pajak ditunggu-tunggu ternyata ga sampe-sampe, dicek ke kantor pajak katanya udah dikirim sama kantor pos dan udah diterima, anehnya penerimanya bukan staff kantor, telpon ke kantor pos ternyata orang yang tandatangan sebagai penerima itu kurirnya sendiri, astagaaa... katanya ga ada orang diselipin..

Kurirnya ga lama dateng dan ngaku salah suruh minta tandatangan pernyataan sama staff kantor ngomong bakal request minta kirim ulang datanya dari kantor pajak ke kantor saya, saya tanya kejelasannya beberapa hari kemudian sama call center 161 malah ga jelas berbelit-belit, suruh tunggu lagi, dan hari ini saya telpon ke 161 lagi katanya bersikukuh udah dikirim dan mengenai request ulangnya suruh tanya ke kurirnya di kantor pos jakarta barat, lempar-lemparan, cukup tau deh parah gini pelayanannya..

Buat kalian yang mau kirim ulang di kantor pos, coba pikir dua tiga kali deh...",negative
Kecewa karna sengaja pake yg ekpres kilat biar sehari nyampe ini lebih dari seminggu ga nyampe2,negative
"Sumpah ya mending kantor pos di tutup ajah deh . Saya sangat kecewa dan dr pihak pos nya tidak mencari jlan keluar , lepas tanggung jawab begitu saja . Tanpa ada konfirmasi apapun main mengembalikan barang ke tempat semula nya . Bagi mereka ga penting itu barang, tp apa mereka tau , itu sangat penting dan dtggu oleh customer nya ... saya sudah menunggu smpai 3 bulan taunya barang sayamalah dkembalikan ke cina.. how come kantor pos.  ?????????",negative
"Paket saya dr cina udah sampe ini kok sesama indonesia dr tgl 6 sampe skrng brng saya ga gerak"" y",negative
"Paket saya terkirim ke Jakarta Barat, padahal saya di Jakarta Utara. Tel ke kantor pos Jakbar, 10x, gak ada yang angkat. Saya dari tgl 24 May sudah buat pengaduan ke 161, masalah paket nyasar itu, sampai tgl 4 Juni, paket msh di Jakbar, belum ada tanggapan. Gimana sih pelayanan kantor pos Jakbar ini. Beda banget dgn kantor pos Jakut, pelayanan cepat. Mengecewakan sekali.....",negative
"Saya biasanya pakai kurir DHL, tapi entah mengapa untuk orderan saya yg satu ini option DHL tidak tersedia. Sehingga dengan sangat terpaksa saya pilih EMS yang kemudian dihandle oleh Pos Indonesia. Dan pengalaman pertama saya ini dengan EMS benar-benar sangat mengecewakan. Jauh berbeda dengan pelayanan yang diberikan DHL. Semoga ke depannya saya tidak perlu berurusan dengan Pos Indonesia lagi (walau ada 1 PO yg masih nyangkut pakai EMS :""( hiks).",negative
PELAYANAN BUMN YG PALING BURUK!!!!TDK SESUAI DGN IKLAN NYA!!! MEMPERSULIT ORG MENGAMBIL UANG NYA!!! MISKIN ILMU!! MISKIN TECHNOLOGY!!!👎👎👎👎👎 …,negative
Masa kalah sama Kantor Pos Yogyakarta... WU gagal total disini,negative
"ketidak profesionalan dari pihak kantor pos jakarta timur membuat saya sangat kecewa. Paket kiriman atas nama saya menggunakan jasa next day service tak kunjung datang, padahal biaya pengiriman menggunakan jasa ini tidaklah murah, alamat saya sudah tertera jelas beserta nomor hp yang biasa saya gunakan. Saya coba untuk menghubungi nomor telepon yang tertera, namun tidak di angkat sama sekali. ini sungguh tidak sesuai dengan hak konsumen.
PT pos Jakarta timur sungguh mengecewakan saya.",negative
Sejak jam 6 pagi ini status paket saya sudah sampai di kantor pos jkt timur 13000 (dikirim sehari sebelumnya dari bandung menggunakan kiriman express next day). Sampai sore jam 4 belum ada kejelasan kapan paket bisa diterima. Saya berusaha telfon ribuan kali tapi ga ada yg angkat. Tolong lebih serius bekerja. Pelayanan mengecewakan.,negative
kok kiriman kagak dianterin ya.. keburu libur,negative
Bodoh bgt pilih kantor pos... Barang orang gak nyampe2...  Kurirnya pada tidur,negative
paket kilat katanya sampai 1 hari udh 4 hari kerja gak nyampe2,negative
Kenpa paket dokumen saya blum d antar juga padahal sudah sampai hari sabtu kemarin soaly saya butuh cepat??,negative
kirim paket dri bogor  udh sminggu lbih tidak smpai,negative
"Satpam nya gak ramah. Tolong dong diedukasi biar ramah sama orang. Kalo kita salah info dikasih tau dengan baik, masa karena saya salah jam untuk bayar penerimaan negara, malah dibilang, kalo situ yang ngatur bayar aja sendiri. Lah, mana saya tau kalo saya salah info. Padahal saya udah tanya baik baik loh.",negative
"Kurir nya malas, padahal dirumah selalu ada orang di keterangan tracking di adjust tdk ada yg mau menerima, bangkrut lebih baik POS ini jgn menyusahkan konsumen",negative
"Kalo boleh kasih saran, teleponnya boleh diputus aja, jadi ga usah ada nomor telepon, percuma ga pernah diangkat",negative
"Pelayanan mengecewakan, barang dari luar negeri sudah sampe sejak rabu, sampai minggu belum diantar",negative
"Kantor Pos Jakarta fix ga bisa terima wu dari Google.
Pengirim nya ga muncul, cacat.
Kantor pos Yogyakarta muncul nama pengirim kok.",negative
"PELAYANANNYA LAMA. PENGIRIMAN DARI JAKBAR KE JAKTIM AJA SEMINGGU GA NYAMPE2. DI TLF BILANGNYA MAU DIRESPON, NYATANYA GA ADA KONFIRMASI ULANG. GIMANA MAU PAKE JASANYA LAGI, KALAU PELAYANAN MENGECEWAKAN.",negative
"Mau tanya mislkan saya mau kirim paket motor  bebek supra 100 cc dr jkt  timur ke kampung saya dayamurni/lampung utara kira2 habis berapa ya. ..klo pake pos..

Trmksh",negative
"NYESEL PAKE POSS !
KARENA HARGA MURAH , PAKET LAJU LAMA SAMPEKNYA .... JGN MAU WOI PAKE POSS , GA DIJAKARTA GA DI LAMPUNG SAMA AJA .... LELET !",negative
"ambil uang di WU, ditolak dengan alasan nama di KTP berbeda. padahal hanya beda spasi karena di negara pengirim mengharuskan 3 kata nama. sedangkan di ktp tergabung menjadi 2 kata nama.
saya coba ke kantor pos lain, di terima dan bisa. Aneh !!!",negative
"Hampir sejam saya ngantri buat kirim paket ke warehouse zalora. Dengan seenaknya bilang ""maaf mba gabisa, kayanya zalora udah ga kerjasama zalora, kalau ngga nanti dateng lagi aja jam 1siang"". Enak banget ngomongnya gitu.",negative
"Saya nunggu lebih dari 1 jam hanya untuk bayar paspor supaya bisa dikirim ke rumah. Katanya jam bisa jam stgh 4 sore, tp 'orang yg bagiannya' katanya biasanya dtg jam 4 . Oke saya tunggu, lalu saya tunggu sampai jam 4.30 lebih masih belum datang juga. Tolong di perbaiki pelayanannya. Tertanda pembuat paspor luar karawang yang memerlukan bantuan dari pelayanan pos untuk lebih efisien.",negative
"Dan ga akan pernah pake inu kurir BUMN lagi... Pelayanan payah. Lama. Kalah sama swasta.

Kirim Pekalongan madura 2 hari sampe. Pake JNT ini dr jakarta Pekalongan letoy sampe 4 hari...  Payah...",negative
Tempat ini tdk ada harusnya di dekat jetayu,negative
Lama,negative
Sangat sangat dan sangat buruk pelayananya,negative
"Buruk sekali pelayanannya, masa costumer servicenya tidak ada di semua waktu. Jadi banyak orang kecewa dengan pelayanan seperti ini. Mohon diperbaiki lagi cara kerjanya",negative
"Katanya Kilat Khusus, mana sampai hari ini blm sampai, padahal dikirim dari Jogja tujuan Purwokerto, sampai 3 hari belum sampai juga, nyesel saya pakai jasa POS, masih ada yang lebih banyak dari POS INDONESIA, wasalam deh POS...ngga lagi2",negative
Gak ada jawaban di telpon. Kami penguna jasa mohon hargai kami,negative
"Ditelp berkali2 tidak ada jawaban padahal tertulis tutup jam 23:00, pengiriman tidak sesuai alamat dan penerimanya. Mohon jadi perhatian.",negative
"saya sangat kecewa dengan 2 karyawan wanita,pelayananya sangat tidak baik,cuek dan cenderung menyepelekan,semoga bisa jd masukan agar lebih diperhatikan,pelayanan masyarakat dengan baik itu yang utama.",negative
"Untuk kantor poa tolong Loket banyak tapi antrian masih terlalu banyak, nunggu antrian jeda sampai 50 orang, tolong di benahi sistemnya",negative
Custumer servicenya g jelas. Udh jelas ada org nungguin lama ktne ada krjaan dibelakng dan masih suruh nunggu aja g tau brp lma lagi.  Padahal g d antrian.  Parah bgt bukannya CS itu krjnya dipelayanan y bukan dibelakang,negative
Pelayanan buruk. Ambil express tapi lama nyampenya. Masih mending pake eksoedisi lain.,negative
"Urusan dg telepon tidak menyenangkan. Respon melalui telepon tdk memuaskan.
Kami harap ada perbaikan krn jika konsumen dari luar kota ingin memastikan perihal barang kirimannya tdk kesulitan",negative
Pelayanan sangat buruk kirim paket expres dr SBY ke Purwokerto 2 hari blm sampai padahal katanya 1 hari,negative
Lelet bgt. Kirim barang dri purwokerto ke purwokerto lg aja smpe 3 hari blm smpe smpe. Parah. Gak lagi lagi pake pos pwt. So bad! !,negative
Pelayanan kiriman barang sangat buruk. Berbeda jauh dengan kantor pos di Jl. Sultan Agung. Yang melayani pria berkumis / jenggot. Pd hr Selasa tggl 19 Feb 2019 jam 13.30 siang.,negative
"Mau ambil WU trus sudah di tunjukan 2 id card , bahkan bawa tanda terima dari WU pengirimnya langsung, e... bulenya( pengambilnya) di tanya KITAS, itu bule holiday pak bukan mau tinggal di indonesia, ngotot minta keterangan dari imigrasi, saya sedih kalo lihat orang susah tapi lebih sedih lagi kalo ngomong sama orang yg lama sudah jadi pegawai dan ngotot dan tidak tau apa yg diomongkan, dari pada buang2 waktu ngomong sama orang yg gak paham lebih baik pergi supaya waktu saya tidak terbuang percuma, lain kali buat pak pegawai posnya belajar ya apa itu paspor , visa , KITAS jadi biar gak ngotot ujung2nya gak paham, its a funny story
Se indonesia raya saya baru ketemu kantor pos sekonyol ini",negative
"Tidak memuaskan kalo mau ngambil uang lewat western union, menyusahkan orang lain saja,",negative
Kaa permisi ko saya cek lacak pengirimin belum sampai juga yah padahal saya ngirimnya dari 5 oktober 2018,negative
"Pelayanan pengiriman barang buruk sekali, dan tidak bertanggung jawab. Barang dititipkan sekenanya pada orang didepan komplek perumahan, sekarang tidak tahu barang ada di siapa.",negative
Gak oke..not recomended. Ditelpon sibuk terus. Sengaja digantung kayaknya telponnya,negative
"Hari sabtu tutupnya jam berapa yaa??
Apa bisa jemput paket dirumab??",negative
"PELAYANAN PALING PARAH, NO.TELP TDK PERNAH DIANGKAT, KIRIMAN PAKET MANDEG SMPAI 4 HARI ..",negative
"Payaaaaaaaaaahhhhh paket punya saya dari solo ke Bangka Belitung kepulauan Bangka Selatan malah nyasar di BATAM,",negative
biar bintang yang bicara,negative
"Sedang tugas melayani tapi malah ngobrol proses jd lama, saat pelanggan banyak malah buka pelayanan cuma 2 antrian jd lama",negative
"Payah paket sudah sampai solo 4 hari yang lalu belum dikirim juga
Kurirnya tolong on time",negative
"Barang kembali gak konfirmasi, hilang msh dicari, ditelpon gak bisa -_-",negative
"Setiap di telp kalo ngga sibuk pasti ngga aktif...
Nganter paket juga sangat sloooww",negative
"Minggu lalu ngambil westrn union bisa,sekarang berbelit""harus ada pasport sim kantor pos dimana""hanya ktp sama kk bisa.",negative
Paketan sdh sudah sampe solo hari kemarin.. sampe hari ini blm dikirim ke wonogiri... payah...,negative
Paket saya dari tgl 14 sudah disana sampai 20 gak dihubungi... saya telfon gabisa. Dikirim juga enggak. Maunya apasi.,negative
BURUK! KETERANGAN PAKET SUDAH DITERIMA. TAPI YG BERSANGKUTAN TIDAK MENERIMA BARANG!!!!!,negative
"Kantor Pos itu kurirnya sok jual mahal semua, katanya menyediakan pelayanan ambil paket ke rumah. Tapi nyatanya gak pernah satupun ambil.
Selalu banyak alasan.
Alasan sakit lah, alamat gak ditemukan lah.
Gak kayak Ekspedisi sebelah.

Kalau memang gak siap ambil ke rumah,
Gak perlu pake iklan ambil ke rumah.",negative
"Ada paket dar ponorogo, bkn'nya diantar, malah suruh ambil ke kantor pos",negative
Sepeda motor saya sampai tujuan dengan kondisi rem tangan patah,negative
"Cargopos cepet  tetep aja pengiriman nya lambat.. Udah berapa hari pengiriman gua gak sampai"".",negative
"Pelayanan nya kurang banget , masa di tlp sibuk terus
Sesibuk2nya kerja kalo ada tlp ya dilayani lah, kalo kaya gini kan bikin kecewa customer
Harusnya kalo ada penundaan kirim barang kami di konfirmasi jangan didiemin aja toh ada nomor tlp kami disitu",negative
Ini gimana sih masa gagal terus dah dua kali anter bukan nya nelpon itu alamat nya ke pabrik loh bukan rumah pribadi,negative
"Layanan paling ampas, kurirnya dateng gk bawa paket udh gedor2 rumah klakson2 kea org bego, taunya gk bawa paket. bilangnya bsk mau anter ampe skrg gk di anter2, pas di cek ternyata nyampe ke org lain",negative
"Goblokk bangeeet kinerjanya,, kalo g niat kerja yaudah tutup aja sana!!! Paket udh tiga hari g nyampe,, pdhl pakai surat kilat khusus,, Lu kerja MAKAN GAJI BUTA doang yaak?? Yang bener kerjanya..
Udh telat malah gw disuruh dtng kenkantornya,, KINERJANYA BAD ,SUPERR LEMOTTT
SAYA KECEWAAA!!!",negative
"Pelayanan buruk, ayok lah pegawai negara kerja yg serius...!!!",negative
Nomor telepon selalu sibuk..,negative
"cara kerjnya lambat, di telfon sibuk, disamperin paket katanya udah dikirim, padahal status masih ada disini,gajelas, udah 5 hr paket belom sampe2 juga!!! kerjanya gaada , cuma makan gaji buta!! tolong perbaikan lagi pelayanannya!!!!!👎👎 kalo ganiat jadi kurir jangan jadi kurir!!! kantor pos macam apa ini payah! …",negative
Pengiriman lambat bgt...masa udh sampe dikantor pos tgl 8 sampe sekarang masih diinepin disana... ga dikirim2..parah bgt,negative
Lama bngt dri tgl 1 smpe skrng pket blm dtng juga malah d bwa muter2 pketnya😢 …,negative
Jelek pelayanaan lama !!!!,negative
"pada kemana sii yg kerja ???
ditelponin susahnya pake banget 😥 …",negative
Sulit dihubungi,negative
"Jasa antar kurir sangat mengecewakan, barang sudah di tangerang dari tgl 23 tapi sampai tanggal 27 saya belum dapat barangnya",negative
"Tukang parkir bedebah beli metrai 2 menit aja minta uang,,  padahal 2 hari sekali beli metrai tp tetap aja bukannya parkirin malah duduk"" aja giliran mau pergi ditagih..  Apalagi tukang parkir yg muda sok sokan ngapalin plat nomor...",negative
Pelayanan apaan nih... sangat miris melihat pekerja begini,negative
10 hari paketan belum diantar,negative
"Security with no manners,saya nanyabaik-baik  malah jawabannya gak enak .",negative
G jls bngt alamat lengkap d blng brmasalah paket d tahan g dkirim2      ...ada no tlpon knp g d telpon herannnn...,negative
"mengecewakan, kiriman 3 hari udah sampai tangerang. sudah seminggu lebih tapi gak dianterin......!!!!",negative
"Parah bgt ditelpon ga angkat2, pengiriman lama",negative
"buruk skali paket udah 1 minggu gak smpe2.. pdahal kterangan udah slesai antar..
klo gak pd niat kerja mnding ttup aja it kantor.. ngerugiin banyak orang asal kalian tahu..",negative
"Kantor pos gak bisa dihubungi, CS nya online wa tapi chat gak dibalas2, paket 9 hari gk sampai2 😡😡😡 ini di kantor pada ngapain sih? …",negative
Nyesel banget pakek jas pos. Dah seminggu paketnya tidak sampai. Dilacak pengirimin status gagal antar. Padahal alamat sudah lengkap dan ada ada nmr telfon si penerima. Buat pengaduan layanan sama sekali tidak ada respon dari custemer servicenya. Pokoknya cukup sekali ini aja pakek jasa pengiriman pos.,negative
Kalo gagal kirim alamat kurang lengkap  kenapa ga telpon dulu . Ga ada kabar ga jelas paketnya,negative
"Sdh 5 hari barangnya belum sampai"", ambil kilat tpi lambat... Harga tinggi lagi",negative
Lubang pepe... barang saya dari tanggal 10 dikirim smpe sekarang tdk dtang...,negative
Sangat tdk nyaman menggunakan jas pos kilat kusus ini!,negative
"Paket saya udah sampai di kantor pos Tangerang 2 hari yang lalu dan statusnya masih dilanjutkan ke kantor pos Tangerang, gimana sih kapan dikirimnya ke alamat yang dituju ? Di respon dong masa kalah sama tetangga sebelah !!!",negative
"KALO GA NIAT, gausah BUKA expeddisi😠 GERAM liatnya, dekat pasti tak bakar tuh kantor pos,
BEKERJALAH sesuai tugas, tugas mngrim ya dkirim brgnya sdh byar tpi barng sudah satu bulan ga sampai"" …",negative
Buruk sekali pelayanan nya tolong dong di tingkat kan lg brang saya yng di kirim dri lmpung tgl 2 mei ke tangerang belum ada kabar ngambil yng kilat biar bisa dteng cepat 1 hri helo itu brang ngirim ngambil yang 1 hari karena penting,negative
Paket saya sudah smpai di kantor pos tangerang 15000 . Ko tdi pagi status nya di teruskan lgi le kantor pos yg sama . Tolong dong di kirim paketan saya hari ini . Itu brng punya cust saya .,negative
"Udah tiga hari paket saya belum juga sampai kerumah padahal isi pket itu koper buat saya mudik hari minggu..
Pelayanan kantor pos khusus sangat rendah tidak bisa mengayomi pengiriman paket tepat waktu..",negative
jangan pernah menjawab panggilan telepon,negative
"Buat yang ambil paket disini pastikan untuk cek paket anda di tempat atau di depan pak posnya. Paket saya basah sampai dalam, dan sialnya baru ketahuan saat saya sudah di rumah karena dikarungi plastik. Mohon untuk diperhatikan.",negative
"Kecewa saya pakai pos.. kirim kue 4kg ke jambi. Padahal pake yang paling mahal 200k ongkosnya. . Katanya sampai 1-2 hari. Dan payah 9 hari baru sampai. Makanan busuk semua.
Udah gag akan pernah pakai pos lagi. Kapok.",negative
Cukup tau saja,negative
"Lama kalo ngirim, ditelfon apalagi kagabakal diangkat",negative
"Lahan parkir dijadikan parkir para wisata, jadi kita yg niatnya mau kepos ditarik uang parkir secara paksa!!!!",negative
"Aneh kantor pos ini, di mana2 data yg udh pernah ambil itu ada No custom dan pelanggan nya, dan histori nya.... bulan kmrin Bru dateng hnya seling beberapa hari saja sampai hari in peraturan Bru lagi, dan pengelaman yg pertama ambil ada peraturan Bru hari ini alesan peraturan baru juga, pas sy tnya pegawai nya, “mbak peraturan Bru trus setiap bulan ganti yah, dan mbak jawab manager nya ganti, “oh bulan kmrin sy ke sni gtu bilang yg kerja nya dan bulan in pun dng alasan sama ... apa iya kantor pos ganti manager 1 bulan 1 x ... tolong pak/bu yg di kantor pos, buat apa ada No pelanggan yg di simpan Klo tidak bisa simpan data dan histori cutomer ??? Kami ke kantor pos mau ambil hak kami berdasar kan persyaratan yg sudah di trima sebelum nya... tolong di ubah cara syistem seperti itu, kasian warga atau orang yg sudah percaya kantor pos Indonesia yg terkenal sampai ke luar sana ... tapi jng sampai pelayanan buruk dong, bnyak cara dan syistem yg bsa di pakai untuk mempermudah dan membantu, kami sebagai pengguna kantor pos jng di persulit ... pelayanan kalau yg wanita ramah ke yg pria , Klo ke wanita Lg judessss nya minta ampun, ....",negative
"Nyoba pke jasa pos e...g tau nya lma jg input barang nya...
Nmor resi gak nongol""...",negative
"Telepon Operator harus nunggu lama, Cek ongkir pengiriman di websitenya lemot, POS jangan se payah ini, serba slow res :(",negative
"Layananya buruk, saya tanggal 24 sep 2019 jam 07.49 bela2in pagi2 kirim paket kesana niatnya biar bisa di kirim secepatnya karena isinya makanan saya pakai jasa kiriman yg 1 hari sampai (express next day) Rp. 118.500,- dari bandung-palembang. Tanggal 25 saudara saya belum terima paket saya. Dikomplen ke 161 katanya baru dikirim tgl 24 malam dari bandung, tp koq tgl 25 ga ada kiriman??? Pos bandung yg kirim telat, atau pos palembang yg bisa kirim on time.. udah bayar mahal kiriman ga sampe makanan basi gimana sih.. maaf ga kan pake jasa disini lagi sepertinya 👋👋

Untuk petugas pos bdg lebih teliti lagi saat input alamat salah, nilai isi pertanggung jawaban paket juga ga diisi dan ga di tanya ke customer, KECEWA 😤",negative
Tidak cukup baik,negative
Tolong diperbaiki. Pelayanan lewat call service nya. Setiap telpon tidak pernah di angkat. Walaupun ini perusahaan BUMN dan termasuk murah tolong dong .,negative
Pengirimannya terlalu banyak aturan,negative
Masa katanya ga bisa kirim cairan.... Padahal biasanya bisa...,negative
"Pengiriman makanan berupa kerupuk pake pos kilat khusus dr Bandung ke Kota Balikpapan tgl 29 juli 19 jam 09.00 WIB trnyata sampai dengan hari blum sampai jg, katanya paling lama 4 hr....pliz deh barang msh ngendon di kantor pos balikpapan dr kemaren. Pengiriman pk kantor pos bnr2 tdk rekommend, nyesel deh pk pos tau gtu mending pake jasa pengiriman yg lain.",negative
Pelayanan sangat buruk,negative
"pelayanan buruk, CS nya di PECAT aja. Ga berguna. makan gaji buta.
DITELFON GA PERNAH DIANGKAT.",negative
"Pelayanan kurang memuaskan terutama cs nya, telpon tidak pernah diangkat",negative
kecewa sekali dgn pos ini. barang sdh sampe di bekasi tp tdk dikirim2 k almt tujuan. pdhl pk layanan expres. kapok pake pelayanan pos.,negative
Pelayanan mengecewakan,negative
"Sudah 1 Minggu surat belum nyampe2 jg ,, tolong jangan k'cewakan masyarakat ,, pd hal pengiriman ya k'margahayu doang ,, ampun dah ,, !!",negative
